Ano;Desmatamento (km²);Área protegida;LIRA;Categoria;Categoria 2
2020;0,07;TI Peneri/Tacaquiri;Não;TI;TI
2018;0,25;TI Peneri/Tacaquiri;Não;TI;TI
2017;8,03;TI Peneri/Tacaquiri;Não;TI;TI
2016;0,21;TI Peneri/Tacaquiri;Não;TI;TI
2014;0,06;TI Peneri/Tacaquiri;Não;TI;TI
2013;0,07;TI Peneri/Tacaquiri;Não;TI;TI
2011;0,46;TI Peneri/Tacaquiri;Não;TI;TI
2009;0,08;TI Peneri/Tacaquiri;Não;TI;TI
2008;0,08;TI Peneri/Tacaquiri;Não;TI;TI
2016;0,11;TI Pequizal;Não;TI;TI
2014;0;TI Pequizal;Não;TI;TI
2008;0;TI Pequizal;Não;TI;TI
2015;0,22;TI Pequizal do Naruvôtu;Sim;TI;TI
2013;0,19;TI Pequizal do Naruvôtu;Sim;TI;TI
2008;2,76;TI Pequizal do Naruvôtu;Sim;TI;TI
2016;0,18;TI Pimentel Barbosa;Não;TI;TI
2015;0,21;TI Pimentel Barbosa;Não;TI;TI
2011;0,1;TI Pimentel Barbosa;Não;TI;TI
2009;0,07;TI Pimentel Barbosa;Não;TI;TI
2020;0,2;TI Pinatuba;Não;TI;TI
2018;0,08;TI Pinatuba;Não;TI;TI
2016;0,07;TI Pinatuba;Não;TI;TI
2020;0,08;TI Pirahã;Não;TI;TI
2019;0,6;TI Pirahã;Não;TI;TI
2018;0,51;TI Pirahã;Não;TI;TI
2017;0,24;TI Pirahã;Não;TI;TI
2016;0,3;TI Pirahã;Não;TI;TI
2015;1,33;TI Pirahã;Não;TI;TI
2014;0,07;TI Pirahã;Não;TI;TI
2013;1,15;TI Pirahã;Não;TI;TI
2012;0,28;TI Pirahã;Não;TI;TI
2011;1,02;TI Pirahã;Não;TI;TI
2010;0,08;TI Pirahã;Não;TI;TI
2009;1,12;TI Pirahã;Não;TI;TI
2008;1,4;TI Pirahã;Não;TI;TI
2016;0,36;TI Pirineus de Souza;Não;TI;TI
2014;0;TI Pirineus de Souza;Não;TI;TI
2013;0;TI Pirineus de Souza;Não;TI;TI
2012;0,11;TI Pirineus de Souza;Não;TI;TI
2010;0,08;TI Pirineus de Souza;Não;TI;TI
2009;0,37;TI Pirineus de Souza;Não;TI;TI
2008;0,34;TI Pirineus de Souza;Não;TI;TI
2020;0,23;TI Piripkura ( restrição de uso );Não;TI;TI
2019;0,83;TI Piripkura ( restrição de uso );Não;TI;TI
2018;0,94;TI Piripkura ( restrição de uso );Não;TI;TI
2016;0,06;TI Piripkura ( restrição de uso );Não;TI;TI
2015;1,04;TI Piripkura ( restrição de uso );Não;TI;TI
2014;0,73;TI Piripkura ( restrição de uso );Não;TI;TI
2010;0,34;TI Piripkura ( restrição de uso );Não;TI;TI
2009;2,5;TI Piripkura ( restrição de uso );Não;TI;TI
2008;1,11;TI Piripkura ( restrição de uso );Não;TI;TI
2020;0,55;TI Pirititi;Não;TI;TI
2019;0,65;TI Pirititi;Não;TI;TI
2018;0,91;TI Pirititi;Não;TI;TI
2017;1,44;TI Pirititi;Não;TI;TI
2016;0,11;TI Pirititi;Não;TI;TI
2015;0,27;TI Pirititi;Não;TI;TI
2014;0,11;TI Pirititi;Não;TI;TI
2013;0,07;TI Pirititi;Não;TI;TI
2011;0,1;TI Pirititi;Não;TI;TI
2010;0,08;TI Pirititi;Não;TI;TI
2009;0,07;TI Pirititi;Não;TI;TI
2018;0;TI Pium;Não;TI;TI
2014;0,15;TI Pium;Não;TI;TI
2013;0,13;TI Pium;Não;TI;TI
2010;0,15;TI Pium;Não;TI;TI
2008;0,28;TI Pium;Não;TI;TI
2019;0,13;TI Ponciano;Não;TI;TI
2017;0,25;TI Ponciano;Não;TI;TI
2016;0,02;TI Ponciano;Não;TI;TI
2015;0,79;TI Ponciano;Não;TI;TI
2014;0,12;TI Ponciano;Não;TI;TI
2013;0,07;TI Ponciano;Não;TI;TI
2012;0,3;TI Ponciano;Não;TI;TI
2011;0,23;TI Ponciano;Não;TI;TI
2009;0,13;TI Ponciano;Não;TI;TI
2008;0,15;TI Ponciano;Não;TI;TI
2020;0,08;TI Porquinhos;Não;TI;TI
2014;0,08;TI Porquinhos;Não;TI;TI
2011;2,5;TI Porquinhos;Não;TI;TI
2010;0,53;TI Porquinhos;Não;TI;TI
2009;0,09;TI Porquinhos;Não;TI;TI
2008;1,19;TI Porquinhos;Não;TI;TI
2020;0,1;TI Porquinhos dos Canela-Apãnjekra;Não;TI;TI
2019;0,36;TI Porquinhos dos Canela-Apãnjekra;Não;TI;TI
2018;1,24;TI Porquinhos dos Canela-Apãnjekra;Não;TI;TI
2017;11,57;TI Porquinhos dos Canela-Apãnjekra;Não;TI;TI
2016;0,71;TI Porquinhos dos Canela-Apãnjekra;Não;TI;TI
2015;0,13;TI Porquinhos dos Canela-Apãnjekra;Não;TI;TI
2014;0,23;TI Porquinhos dos Canela-Apãnjekra;Não;TI;TI
2013;0,34;TI Porquinhos dos Canela-Apãnjekra;Não;TI;TI
2012;0,07;TI Porquinhos dos Canela-Apãnjekra;Não;TI;TI
2011;3;TI Porquinhos dos Canela-Apãnjekra;Não;TI;TI
2010;3,63;TI Porquinhos dos Canela-Apãnjekra;Não;TI;TI
2009;12,07;TI Porquinhos dos Canela-Apãnjekra;Não;TI;TI
2008;2,79;TI Porquinhos dos Canela-Apãnjekra;Não;TI;TI
2020;3,86;TI Portal do Encantado;Não;TI;TI
2019;4,06;TI Portal do Encantado;Não;TI;TI
2018;0,09;TI Portal do Encantado;Não;TI;TI
2017;0,16;TI Portal do Encantado;Não;TI;TI
2015;2,84;TI Portal do Encantado;Não;TI;TI
2014;0,52;TI Portal do Encantado;Não;TI;TI
2012;0,5;TI Portal do Encantado;Não;TI;TI
2011;0,2;TI Portal do Encantado;Não;TI;TI
2010;0,07;TI Portal do Encantado;Não;TI;TI
2009;0,14;TI Portal do Encantado;Não;TI;TI
2008;2,51;TI Portal do Encantado;Não;TI;TI
2010;0,07;TI Porto Praia;Não;TI;TI
2020;0;TI Poyanawa;Não;TI;TI
2018;0;TI Poyanawa;Não;TI;TI
2013;0;TI Poyanawa;Não;TI;TI
2012;0,09;TI Poyanawa;Não;TI;TI
2011;0,08;TI Poyanawa;Não;TI;TI
2010;0,61;TI Poyanawa;Não;TI;TI
2011;0,03;TI Prosperidade;Não;TI;TI
2019;0,12;TI Raimundão;Não;TI;TI
2016;0,08;TI Raimundão;Não;TI;TI
2014;0,16;TI Raimundão;Não;TI;TI
2013;0,24;TI Raimundão;Não;TI;TI
2012;0,08;TI Raimundão;Não;TI;TI
2011;0,18;TI Raimundão;Não;TI;TI
2010;0,09;TI Raimundão;Não;TI;TI
2008;0,54;TI Raimundão;Não;TI;TI
2019;2,75;TI Raposa Serra do Sol;Não;TI;TI
2017;0,15;TI Raposa Serra do Sol;Não;TI;TI
2016;0,07;TI Raposa Serra do Sol;Não;TI;TI
2015;0,16;TI Raposa Serra do Sol;Não;TI;TI
2014;1,11;TI Raposa Serra do Sol;Não;TI;TI
2013;0,92;TI Raposa Serra do Sol;Não;TI;TI
2011;0,7;TI Raposa Serra do Sol;Não;TI;TI
2010;14,82;TI Raposa Serra do Sol;Não;TI;TI
2009;2,18;TI Raposa Serra do Sol;Não;TI;TI
2008;0,79;TI Raposa Serra do Sol;Não;TI;TI
2017;0,07;TI Rio Apaporis;Não;TI;TI
2016;0,13;TI Rio Apaporis;Não;TI;TI
2012;0,08;TI Rio Apaporis;Não;TI;TI
2011;0,08;TI Rio Apaporis;Não;TI;TI
2010;0,07;TI Rio Apaporis;Não;TI;TI
2009;0,06;TI Rio Apaporis;Não;TI;TI
2019;0,14;TI Rio Bia;Não;TI;TI
2018;0,37;TI Rio Bia;Não;TI;TI
2017;0,59;TI Rio Bia;Não;TI;TI
2016;0,14;TI Rio Bia;Não;TI;TI
2015;0,3;TI Rio Bia;Não;TI;TI
2014;0,54;TI Rio Bia;Não;TI;TI
2013;0,37;TI Rio Bia;Não;TI;TI
2012;0,08;TI Rio Bia;Não;TI;TI
2011;0,47;TI Rio Bia;Não;TI;TI
2010;0,44;TI Rio Bia;Não;TI;TI
2020;0,92;TI Rio Branco;Não;TI;TI
2019;0,67;TI Rio Branco;Não;TI;TI
2018;0,07;TI Rio Branco;Não;TI;TI
2017;0,17;TI Rio Branco;Não;TI;TI
2016;0,59;TI Rio Branco;Não;TI;TI
2015;0,42;TI Rio Branco;Não;TI;TI
2014;0,23;TI Rio Branco;Não;TI;TI
2013;1,41;TI Rio Branco;Não;TI;TI
2012;0,23;TI Rio Branco;Não;TI;TI
2011;0,43;TI Rio Branco;Não;TI;TI
2010;0,25;TI Rio Branco;Não;TI;TI
2009;0,15;TI Rio Branco;Não;TI;TI
2008;1,13;TI Rio Branco;Não;TI;TI
2018;0,14;TI Rio Formoso;Não;TI;TI
2020;0,37;TI Rio Gregório;Não;TI;TI
2019;0,72;TI Rio Gregório;Não;TI;TI
2018;0,22;TI Rio Gregório;Não;TI;TI
2014;0,33;TI Rio Gregório;Não;TI;TI
2013;0,07;TI Rio Gregório;Não;TI;TI
2012;0,15;TI Rio Gregório;Não;TI;TI
2011;0,13;TI Rio Gregório;Não;TI;TI
2010;0,32;TI Rio Gregório;Não;TI;TI
2009;0,08;TI Rio Gregório;Não;TI;TI
2008;0,16;TI Rio Gregório;Não;TI;TI
2020;0,07;TI Rio Guaporé;Sim;TI;TI
2018;0,33;TI Rio Guaporé;Sim;TI;TI
2014;0,1;TI Rio Guaporé;Sim;TI;TI
2013;7,47;TI Rio Guaporé;Sim;TI;TI
2012;0,21;TI Rio Guaporé;Sim;TI;TI
2011;0,32;TI Rio Guaporé;Sim;TI;TI
2010;0,15;TI Rio Guaporé;Sim;TI;TI
2009;0,08;TI Rio Guaporé;Sim;TI;TI
2008;0,52;TI Rio Guaporé;Sim;TI;TI
2017;0,24;TI Rio Jumas;Não;TI;TI
2014;0,06;TI Rio Jumas;Não;TI;TI
2011;0,46;TI Rio Jumas;Não;TI;TI
2020;0,25;TI Rio Manicoré;Não;TI;TI
2015;0,12;TI Rio Manicoré;Não;TI;TI
2020;0,08;TI Rio Mequens;Não;TI;TI
2019;0,02;TI Rio Mequens;Não;TI;TI
2018;0,05;TI Rio Mequens;Não;TI;TI
2017;0,43;TI Rio Mequens;Não;TI;TI
2015;0,21;TI Rio Mequens;Não;TI;TI
2013;0,08;TI Rio Mequens;Não;TI;TI
2008;0,08;TI Rio Mequens;Não;TI;TI
2018;0,49;TI Rio Negro Ocaia;Não;TI;TI
2018;0,55;TI Rio Negro Ocaia;Não;TI;TI
2017;0,11;TI Rio Negro Ocaia;Não;TI;TI
2017;0,11;TI Rio Negro Ocaia;Não;TI;TI
2015;0,11;TI Rio Negro Ocaia;Não;TI;TI
2015;0,19;TI Rio Negro Ocaia;Não;TI;TI
2014;0,06;TI Rio Negro Ocaia;Não;TI;TI
2014;0,13;TI Rio Negro Ocaia;Não;TI;TI
2013;0,36;TI Rio Negro Ocaia;Não;TI;TI
2013;0,79;TI Rio Negro Ocaia;Não;TI;TI
2011;0,07;TI Rio Negro Ocaia;Não;TI;TI
2011;0,07;TI Rio Negro Ocaia;Não;TI;TI
2010;0,14;TI Rio Negro Ocaia;Não;TI;TI
2009;0,08;TI Rio Negro Ocaia;Não;TI;TI
2009;0,08;TI Rio Negro Ocaia;Não;TI;TI
2008;0,07;TI Rio Negro Ocaia;Não;TI;TI
2008;0,44;TI Rio Negro Ocaia;Não;TI;TI
2019;0,52;TI Rio Paru DEste;Sim;TI;TI
2018;0,1;TI Rio Paru DEste;Sim;TI;TI
2017;0,07;TI Rio Paru DEste;Sim;TI;TI
2015;0,08;TI Rio Paru DEste;Sim;TI;TI
2012;0,11;TI Rio Paru DEste;Sim;TI;TI
2010;0,26;TI Rio Paru DEste;Sim;TI;TI
2009;0,24;TI Rio Paru DEste;Sim;TI;TI
2008;0,1;TI Rio Paru DEste;Sim;TI;TI
2012;0,07;TI Rio Pindaré;Não;TI;TI
2009;0,07;TI Rio Pindaré;Não;TI;TI
2008;0,09;TI Rio Pindaré;Não;TI;TI
2019;0,1;TI Rio Téa;Não;TI;TI
2018;0,08;TI Rio Téa;Não;TI;TI
2017;0,06;TI Rio Téa;Não;TI;TI
2016;0,06;TI Rio Téa;Não;TI;TI
2014;0,07;TI Rio Téa;Não;TI;TI
2011;0,18;TI Rio Téa;Não;TI;TI
2010;0,46;TI Rio Téa;Não;TI;TI
2008;0,27;TI Rio Téa;Não;TI;TI
2019;0,23;TI Rio Urubu;Não;TI;TI
2018;0,16;TI Rio Urubu;Não;TI;TI
2014;0,09;TI Rio Urubu;Não;TI;TI
2013;0,15;TI Rio Urubu;Não;TI;TI
2012;0,02;TI Rio Urubu;Não;TI;TI
2011;0,23;TI Rio Urubu;Não;TI;TI
2010;0,16;TI Rio Urubu;Não;TI;TI
2008;1,34;TI Rio Urubu;Não;TI;TI
2017;0,17;TI Riozinho;Não;TI;TI
2016;0,07;TI Riozinho;Não;TI;TI
2014;0,27;TI Riozinho;Não;TI;TI
2012;0,09;TI Riozinho;Não;TI;TI
2010;0,19;TI Riozinho;Não;TI;TI
2009;0,04;TI Riozinho;Não;TI;TI
2008;0,19;TI Riozinho;Não;TI;TI
2019;0,08;TI Riozinho do Alto Envira;Não;TI;TI
2018;0,09;TI Riozinho do Alto Envira;Não;TI;TI
2016;0,14;TI Riozinho do Alto Envira;Não;TI;TI
2013;0,13;TI Riozinho do Alto Envira;Não;TI;TI
2012;0,2;TI Riozinho do Alto Envira;Não;TI;TI
2009;0;TI Riozinho do Alto Envira;Não;TI;TI
2008;0,06;TI Riozinho do Alto Envira;Não;TI;TI
2019;0,07;TI Rodeador;Não;TI;TI
2015;0,06;TI Rodeador;Não;TI;TI
2013;0,13;TI Rodeador;Não;TI;TI
2011;0,18;TI Rodeador;Não;TI;TI
2010;0,45;TI Rodeador;Não;TI;TI
2009;0,64;TI Rodeador;Não;TI;TI
2020;1,11;TI Roosevelt;Sim;TI;TI
2020;0,16;TI Roosevelt;Sim;TI;TI
2019;0,69;TI Roosevelt;Sim;TI;TI
2019;0,12;TI Roosevelt;Sim;TI;TI
2018;0,4;TI Roosevelt;Sim;TI;TI
2017;0,36;TI Roosevelt;Sim;TI;TI
2016;0,15;TI Roosevelt;Sim;TI;TI
2015;0,41;TI Roosevelt;Sim;TI;TI
2014;0,16;TI Roosevelt;Sim;TI;TI
2013;0,93;TI Roosevelt;Sim;TI;TI
2013;0,52;TI Roosevelt;Sim;TI;TI
2012;2,02;TI Roosevelt;Sim;TI;TI
2012;0,2;TI Roosevelt;Sim;TI;TI
2011;0,14;TI Roosevelt;Sim;TI;TI
2010;0,22;TI Roosevelt;Sim;TI;TI
2009;1,32;TI Roosevelt;Sim;TI;TI
2008;0,34;TI Roosevelt;Sim;TI;TI
2008;0,13;TI Roosevelt;Sim;TI;TI
2017;5,56;TI São Domingos do Jacapari e Estação;Não;TI;TI
2016;0,08;TI São Domingos do Jacapari e Estação;Não;TI;TI
2011;0,09;TI São Domingos do Jacapari e Estação;Não;TI;TI
2008;0,07;TI São Domingos do Jacapari e Estação;Não;TI;TI
2017;0,15;TI São Francisco do Canimari;Não;TI;TI
2010;0,1;TI São Francisco do Canimari;Não;TI;TI
2009;0,08;TI São Francisco do Canimari;Não;TI;TI
2008;0,1;TI São Francisco do Canimari;Não;TI;TI
2017;0,07;TI São Leopoldo;Não;TI;TI
2014;0,07;TI São Leopoldo;Não;TI;TI
2011;0,13;TI São Leopoldo;Não;TI;TI
2010;0,18;TI São Leopoldo;Não;TI;TI
2008;0,07;TI São Leopoldo;Não;TI;TI
2019;1,38;TI São Marcos - RR;Não;TI;TI
2017;0,32;TI São Marcos - RR;Não;TI;TI
2016;0,14;TI São Marcos - RR;Não;TI;TI
2014;0,41;TI São Marcos - RR;Não;TI;TI
2013;0,2;TI São Marcos - RR;Não;TI;TI
2011;0,23;TI São Marcos - RR;Não;TI;TI
2010;3,55;TI São Marcos - RR;Não;TI;TI
2009;0,07;TI São Marcos - RR;Não;TI;TI
2008;0,26;TI São Marcos - RR;Não;TI;TI
2012;0;TI São Pedro do Sepatini;Não;TI;TI
2019;0,17;TI São Sebastião;Não;TI;TI
2018;0,09;TI São Sebastião;Não;TI;TI
2011;0,15;TI São Sebastião;Não;TI;TI
2019;0,03;TI Sagarana;Não;TI;TI
2018;0,23;TI Sagarana;Não;TI;TI
2017;0;TI Sagarana;Não;TI;TI
2014;0,06;TI Sagarana;Não;TI;TI
2013;0,07;TI Sagarana;Não;TI;TI
2012;0,67;TI Sagarana;Não;TI;TI
2008;0,12;TI Sagarana;Não;TI;TI
2020;3,04;TI Sai-Cinza;Não;TI;TI
2019;0,16;TI Sai-Cinza;Não;TI;TI
2018;0,45;TI Sai-Cinza;Não;TI;TI
2017;0,14;TI Sai-Cinza;Não;TI;TI
2016;0,23;TI Sai-Cinza;Não;TI;TI
2015;0,06;TI Sai-Cinza;Não;TI;TI
2014;0,17;TI Sai-Cinza;Não;TI;TI
2013;0,41;TI Sai-Cinza;Não;TI;TI
2012;0,38;TI Sai-Cinza;Não;TI;TI
2011;0,77;TI Sai-Cinza;Não;TI;TI
2010;0,62;TI Sai-Cinza;Não;TI;TI
2009;0,33;TI Sai-Cinza;Não;TI;TI
2008;0,08;TI Sai-Cinza;Não;TI;TI
2013;0,11;TI Santa Inez;Não;TI;TI
2012;0,11;TI Santa Inez;Não;TI;TI
2011;0,02;TI Santa Inez;Não;TI;TI
2010;0,07;TI Santa Inez;Não;TI;TI
2009;0,02;TI Santa Inez;Não;TI;TI
2008;0,13;TI Santa Inez;Não;TI;TI
2011;0,06;TI Sararé;Não;TI;TI
2010;0,07;TI Sararé;Não;TI;TI
2008;0,18;TI Sararé;Não;TI;TI
2020;1,77;TI Saraua;Não;TI;TI
2019;1,25;TI Saraua;Não;TI;TI
2018;2,31;TI Saraua;Não;TI;TI
2017;1,53;TI Saraua;Não;TI;TI
2016;1,25;TI Saraua;Não;TI;TI
2015;0,96;TI Saraua;Não;TI;TI
2014;1,38;TI Saraua;Não;TI;TI
2013;3,16;TI Saraua;Não;TI;TI
2012;0,4;TI Saraua;Não;TI;TI
2011;1,6;TI Saraua;Não;TI;TI
2010;6,46;TI Saraua;Não;TI;TI
2009;2,89;TI Saraua;Não;TI;TI
2008;3,57;TI Saraua;Não;TI;TI
2020;1,47;TI Sawré Muybu (Pimental);Não;TI;TI
2019;1,05;TI Sawré Muybu (Pimental);Não;TI;TI
2018;0,25;TI Sawré Muybu (Pimental);Não;TI;TI
2017;0,38;TI Sawré Muybu (Pimental);Não;TI;TI
2016;0,67;TI Sawré Muybu (Pimental);Não;TI;TI
2014;0,51;TI Sawré Muybu (Pimental);Não;TI;TI
2013;0,68;TI Sawré Muybu (Pimental);Não;TI;TI
2012;1,18;TI Sawré Muybu (Pimental);Não;TI;TI
2011;0,31;TI Sawré Muybu (Pimental);Não;TI;TI
2009;0,07;TI Sawré Muybu (Pimental);Não;TI;TI
2020;0,29;TI Sepoti;Não;TI;TI
2015;0,07;TI Sepoti;Não;TI;TI
2016;0,06;TI Serra da Moça;Não;TI;TI
2014;0,06;TI Serra da Moça;Não;TI;TI
2013;0,06;TI Serra da Moça;Não;TI;TI
2008;0,56;TI Serra da Moça;Não;TI;TI
2020;0,28;TI Serra Morena;Não;TI;TI
2019;0,09;TI Serra Morena;Não;TI;TI
2013;0,14;TI Serra Morena;Não;TI;TI
2012;0,02;TI Serra Morena;Não;TI;TI
2011;0,09;TI Serra Morena;Não;TI;TI
2010;0,12;TI Serra Morena;Não;TI;TI
2009;0,26;TI Serra Morena;Não;TI;TI
2008;0,03;TI Serra Morena;Não;TI;TI
2016;0,07;TI Seruini/Mariene;Sim;TI;TI
2013;0,07;TI Seruini/Mariene;Sim;TI;TI
2010;0,07;TI Seruini/Mariene;Sim;TI;TI
2009;0,13;TI Seruini/Mariene;Sim;TI;TI
2008;0,08;TI Seruini/Mariene;Sim;TI;TI
2020;0,65;TI Sete de Setembro;Sim;TI;TI
2020;2,34;TI Sete de Setembro;Sim;TI;TI
2019;1,35;TI Sete de Setembro;Sim;TI;TI
2019;2,57;TI Sete de Setembro;Sim;TI;TI
2018;1,13;TI Sete de Setembro;Sim;TI;TI
2018;2,65;TI Sete de Setembro;Sim;TI;TI
2017;1,48;TI Sete de Setembro;Sim;TI;TI
2017;2,83;TI Sete de Setembro;Sim;TI;TI
2016;0,5;TI Sete de Setembro;Sim;TI;TI
2016;1,19;TI Sete de Setembro;Sim;TI;TI
2015;0,74;TI Sete de Setembro;Sim;TI;TI
2015;1,29;TI Sete de Setembro;Sim;TI;TI
2014;1,14;TI Sete de Setembro;Sim;TI;TI
2014;1,7;TI Sete de Setembro;Sim;TI;TI
2013;0,79;TI Sete de Setembro;Sim;TI;TI
2013;0,73;TI Sete de Setembro;Sim;TI;TI
2012;2,66;TI Sete de Setembro;Sim;TI;TI
2012;0,8;TI Sete de Setembro;Sim;TI;TI
2011;0,36;TI Sete de Setembro;Sim;TI;TI
2011;0,54;TI Sete de Setembro;Sim;TI;TI
2010;0,06;TI Sete de Setembro;Sim;TI;TI
2010;0,5;TI Sete de Setembro;Sim;TI;TI
2009;0,33;TI Sete de Setembro;Sim;TI;TI
2009;1,65;TI Sete de Setembro;Sim;TI;TI
2008;0,3;TI Sete de Setembro;Sim;TI;TI
2008;0,73;TI Sete de Setembro;Sim;TI;TI
2010;0,07;TI Setemã;Não;TI;TI
2008;0,12;TI Setemã;Não;TI;TI
2020;0,41;TI SissaÃ­ma;Não;TI;TI
2019;1,06;TI SissaÃ­ma;Não;TI;TI
2018;0,41;TI SissaÃ­ma;Não;TI;TI
2017;1,29;TI SissaÃ­ma;Não;TI;TI
2016;0,24;TI SissaÃ­ma;Não;TI;TI
2015;1,8;TI SissaÃ­ma;Não;TI;TI
2014;0,5;TI SissaÃ­ma;Não;TI;TI
2013;0,12;TI SissaÃ­ma;Não;TI;TI
2012;0,2;TI SissaÃ­ma;Não;TI;TI
2011;1,53;TI SissaÃ­ma;Não;TI;TI
2010;0,33;TI SissaÃ­ma;Não;TI;TI
2009;0,9;TI SissaÃ­ma;Não;TI;TI
2008;1,61;TI SissaÃ­ma;Não;TI;TI
2020;0,09;TI Sororó;Não;TI;TI
2019;0,41;TI Sororó;Não;TI;TI
2018;0,17;TI Sororó;Não;TI;TI
2017;0,07;TI Sororó;Não;TI;TI
2014;0,16;TI Sororó;Não;TI;TI
2013;0,32;TI Sororó;Não;TI;TI
2011;0,35;TI Sororó;Não;TI;TI
2010;0,57;TI Sororó;Não;TI;TI
2009;0,3;TI Sororó;Não;TI;TI
2008;0,52;TI Sororó;Não;TI;TI
2019;0,2;TI Sucuba;Não;TI;TI
2013;0,06;TI Sucuba;Não;TI;TI
2012;0,24;TI Sucuba;Não;TI;TI
2008;0,17;TI Sucuba;Não;TI;TI
2019;0,07;TI Sururua;Não;TI;TI
2017;0,09;TI Sururua;Não;TI;TI
2016;0,16;TI Sururua;Não;TI;TI
2015;0,08;TI Sururua;Não;TI;TI
2014;0,07;TI Sururua;Não;TI;TI
2013;0,1;TI Sururua;Não;TI;TI
2012;0,09;TI Sururua;Não;TI;TI
2011;0,1;TI Sururua;Não;TI;TI
2008;0,07;TI Sururua;Não;TI;TI
2020;0,11;TI Tabalascada;Não;TI;TI
2019;0,7;TI Tabalascada;Não;TI;TI
2018;0,06;TI Tabalascada;Não;TI;TI
2015;0,07;TI Tabalascada;Não;TI;TI
2012;0,1;TI Tabalascada;Não;TI;TI
2011;0,08;TI Tabalascada;Não;TI;TI
2010;0,77;TI Tabalascada;Não;TI;TI
2009;0,07;TI Tabalascada;Não;TI;TI
2008;0,51;TI Tabalascada;Não;TI;TI
2014;0,07;TI Tadarimana;Não;TI;TI
2010;0,5;TI Tadarimana;Não;TI;TI
2018;0,09;TI Taego Ãƒwa;Não;TI;TI
2016;0,07;TI Taego Ãƒwa;Não;TI;TI
2010;0,21;TI Taego Ãƒwa;Não;TI;TI
2009;0,29;TI Taego Ãƒwa;Não;TI;TI
2008;0;TI Taihantesu;Não;TI;TI
2009;0,09;TI Tanaru ( restrição de uso );Não;TI;TI
2016;0;TI Tapirapé/Karaja;Não;TI;TI
2012;0,02;TI Tapirapé/Karaja;Não;TI;TI
2011;0,09;TI Tapirapé/Karaja;Não;TI;TI
2019;0,13;TI Tembé;Não;TI;TI
2018;0,09;TI Tembé;Não;TI;TI
2013;0,1;TI Tembé;Não;TI;TI
2011;0,06;TI Tembé;Não;TI;TI
2010;0,07;TI Tembé;Não;TI;TI
2019;0,13;TI Tenharim do Igarapé Preto;Sim;TI;TI
2018;0,44;TI Tenharim do Igarapé Preto;Sim;TI;TI
2016;0,27;TI Tenharim do Igarapé Preto;Sim;TI;TI
2014;0,07;TI Tenharim do Igarapé Preto;Sim;TI;TI
2013;0,08;TI Tenharim do Igarapé Preto;Sim;TI;TI
2009;0,47;TI Tenharim do Igarapé Preto;Sim;TI;TI
2008;0,62;TI Tenharim do Igarapé Preto;Sim;TI;TI
2020;0,63;TI Tenharim Marmelos;Sim;TI;TI
2019;0,21;TI Tenharim Marmelos;Sim;TI;TI
2018;0,15;TI Tenharim Marmelos;Sim;TI;TI
2015;0,28;TI Tenharim Marmelos;Sim;TI;TI
2014;0,07;TI Tenharim Marmelos;Sim;TI;TI
2013;2,02;TI Tenharim Marmelos;Sim;TI;TI
2012;0,27;TI Tenharim Marmelos;Sim;TI;TI
2011;4,49;TI Tenharim Marmelos;Sim;TI;TI
2010;0,47;TI Tenharim Marmelos;Sim;TI;TI
2009;0,14;TI Tenharim Marmelos;Sim;TI;TI
2008;0,2;TI Tenharim Marmelos;Sim;TI;TI
2020;0,7;TI Tenharim Marmelos (Gleba B);Sim;TI;TI
2019;0,14;TI Tenharim Marmelos (Gleba B);Sim;TI;TI
2018;0;TI Tenharim Marmelos (Gleba B);Sim;TI;TI
2017;0,69;TI Tenharim Marmelos (Gleba B);Sim;TI;TI
2014;0,24;TI Tenharim Marmelos (Gleba B);Sim;TI;TI
2013;0,2;TI Tenharim Marmelos (Gleba B);Sim;TI;TI
2011;0,43;TI Tenharim Marmelos (Gleba B);Sim;TI;TI
2010;0,26;TI Tenharim Marmelos (Gleba B);Sim;TI;TI
2009;0,27;TI Tenharim Marmelos (Gleba B);Sim;TI;TI
2008;0,29;TI Tenharim Marmelos (Gleba B);Sim;TI;TI
2020;6,42;TI Terena Gleba Iriri;Não;TI;TI
2019;0,14;TI Terena Gleba Iriri;Não;TI;TI
2018;0,08;TI Terena Gleba Iriri;Não;TI;TI
2017;0;TI Terena Gleba Iriri;Não;TI;TI
2016;0,41;TI Terena Gleba Iriri;Não;TI;TI
2015;0,23;TI Terena Gleba Iriri;Não;TI;TI
2012;0,07;TI Terena Gleba Iriri;Não;TI;TI
2011;0,83;TI Terena Gleba Iriri;Não;TI;TI
2010;0,28;TI Terena Gleba Iriri;Não;TI;TI
2009;0,26;TI Terena Gleba Iriri;Não;TI;TI
2008;0,45;TI Terena Gleba Iriri;Não;TI;TI
2019;0,07;TI Tikúna de Feijoal;Não;TI;TI
2017;0,14;TI Tikúna de Feijoal;Não;TI;TI
2016;0,22;TI Tikúna de Feijoal;Não;TI;TI
2015;0,06;TI Tikúna de Feijoal;Não;TI;TI
2014;0,26;TI Tikúna de Feijoal;Não;TI;TI
2010;0,27;TI Tikúna de Feijoal;Não;TI;TI
2008;0,1;TI Tikúna de Feijoal;Não;TI;TI
2019;0,12;TI Tikuna de Santo Antonio;Não;TI;TI
2017;0;TI Tikuna de Santo Antonio;Não;TI;TI
2008;0,07;TI Tirecatinga;Não;TI;TI
2018;0,07;TI Tora;Não;TI;TI
